Statistical profiling result from isolate-0x103001400-v8.log, (6927120 ticks, 766593 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    134    0.0%    0.0%  LazyCompile: *handleOnlineJoint /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:1832:27
    133    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/PerMessageDeflate.js:247:31
    132    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/paid_witnessing.js:209:12
    130    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/Receiver.js:347:19
    129    0.0%    0.0%  LazyCompile: *Sender.frameAndSend /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/Sender.js:144:41
    128    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/Receiver.js:347:19
    128    0.0%    0.0%  LazyCompile: *<anonymous> native array.js:921:5
    126    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/catchup.js:109:11
    124    0.0%    0.0%  Stub: RecordWriteStub {20}
    123    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/Receiver.js:507:41
    122    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/writer.js:504:55
    122    0.0%    0.0%  Handler: An IC handler from the snapshot {5}
    119    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:2169:11
    118    0.0%    0.0%  Stub: InternalArraySingleArgumentConstructorStub
    118    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:222:12
    118    0.0%    0.0%  LazyCompile: *StackHas native array.js:85:18
    117    0.0%    0.0%  LazyCompile: *Socket._writeGeneric net.js:721:42
    114    0.0%    0.0%  LazyCompile: *determineWitnessedLevelAndBestParent /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/storage.js:585:46
    113    0.0%    0.0%  LazyCompile: *updateMainChain /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/main_chain.js:30:25
    113    0.0%    0.0%  LazyCompile: *_release /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/mutex.js:104:18
    111    0.0%    0.0%  LazyCompile: *addChunk _stream_readable.js:261:18
    111    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/async/lib/async.js:192:42
    111    0.0%    0.0%  Builtin: NumberParseInt
    110    0.0%    0.0%  Handler: An IC handler from the snapshot
    109    0.0%    0.0%  Builtin: ToObject {1}
    107    0.0%    0.0%  LazyCompile: *finish /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/Receiver.js:503:21
    107    0.0%    0.0%  Builtin: AdaptorWithBuiltinExitFrame
    104    0.0%    0.0%  Stub: RecordWriteStub {26}
    104    0.0%    0.0%  Builtin: ToLength
    103    0.0%    0.0%  LazyCompile: *processImmediate timers.js:704:26
    102    0.0%    0.0%  LazyCompile: *handleSavedJoint /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:1928:26
    101    0.0%    0.0%  Stub: RecordWriteStub {16}
    101    0.0%    0.0%  Builtin: DateNow
    100    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/object_length.js:21:27
     98    0.0%    0.0%  Stub: RecordWriteStub {13}
     98    0.0%    0.0%  LazyCompile: *addWitnessesAndGoUp /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/storage.js:589:30
     95    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/definition.js:1154:40
     94    0.0%    0.0%  LazyCompile: *validateHashTree /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:277:26
     94    0.0%    0.0%  LazyCompile: *getAllKeys /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/lodash/lodash.js:5871:24
     93    0.0%    0.0%  LazyCompile: ~validate /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:47:18
     93    0.0%    0.0%  LazyCompile: ~formatPrimitive util.js:626:25
     93    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:172:13
     92    0.0%    0.0%  Stub: CallApiCallbackStub {1}
     92    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/storage.js:770:42
     92    0.0%    0.0%  LazyCompile: *Transform._read _stream_transform.js:181:37
     91    0.0%    0.0%  LazyCompile: *validateAuthentifiers /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/definition.js:550:31
     91    0.0%    0.0%  LazyCompile: *getBase64Hash /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/object_hash.js:22:23
     91    0.0%    0.0%  LazyCompile: *baseIsEqual /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/lodash/lodash.js:3287:25
     90    0.0%    0.0%  LazyCompile: *baseIsEqualDeep /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/lodash/lodash.js:3311:29
     89    0.0%    0.0%  LazyCompile: *sendInfo /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:121:18
     87    0.0%    0.0%  LazyCompile: *format util.js:182:16
     85    0.0%    0.0%  LazyCompile: *markMcIndexStable /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/main_chain.js:852:27
     84    0.0%    0.0%  LazyCompile: *notifyWatchersAboutStableJoints /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:2159:41
     83    0.0%    0.0%  Builtin: CallFunctionForwardVarargs
     83    0.0%    0.0%  Builtin: ArraySome
     82    0.0%    0.0%  LazyCompile: *stackSet /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/lodash/lodash.js:2364:22
     82    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/writer.js:26:36
     82    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/async/lib/async.js:180:25
     80    0.0%    0.0%  LazyCompile: *getBallHash /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/object_hash.js:78:21
     79    0.0%    0.0%  Builtin: LoadICProtoArray
     77    0.0%    0.0%  LazyCompile: *async.series /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/async/lib/async.js:738:28
     76    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:182:13
     75    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:292:12
     73    0.0%    0.0%  Stub: RecordWriteStub {14}
     72    0.0%    0.0%  LazyCompile: *havePendingJointRequest /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:1487:33
     72    0.0%    0.0%  LazyCompile: *get _stream_duplex.js:94:6
     72    0.0%    0.0%  LazyCompile: *errBack /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/sqlite3/lib/sqlite3.js:14:31
     71    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:401:11
     70    0.0%    0.0%  LazyCompile: *Buffer buffer.js:147:16
     69    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/joint_storage.js:40:110
     69    0.0%    0.0%  Builtin: LessThan
     68    0.0%    0.0%  LazyCompile: ~handleResponse /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:277:24
     68    0.0%    0.0%  LazyCompile: *hasFieldsExcept /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation_utils.js:10:25
     67    0.0%    0.0%  LazyCompile: *InnerArrayJoin native array.js:274:24
     66    0.0%    0.0%  LazyCompile: *sendResult /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:126:20
     65    0.0%    0.0%  LazyCompile: ~stringSlice buffer.js:555:21
     65    0.0%    0.0%  LazyCompile: ~match native string.js:12:6
     64    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/paid_witnessing.js:197:78
     62    0.0%    0.0%  LazyCompile: *validateMessage /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:953:25
     61    0.0%    0.0%  LazyCompile: ~handleOnlineJoint /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:1832:27
     61    0.0%    0.0%  LazyCompile: *goUpFromUnit /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/main_chain.js:75:23
     61    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/main_chain.js:1088:12
     61    0.0%    0.0%  Builtin: StringPrototypeToString
     60    0.0%    0.0%  Builtin: TypedArrayConstructByLength
     60    0.0%    0.0%  Builtin: MathMax
     59    0.0%    0.0%  LazyCompile: *buildPaidWitnessesForMainChainIndex /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/paid_witnessing.js:101:45
     59    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/main_chain.js:210:18
     57    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/object_hash.js:57:40
     57    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/joint_storage.js:74:36
     57    0.0%    0.0%  Handler: An IC handler from the snapshot {2}
     57    0.0%    0.0%  Builtin: JsonStringify
     56    0.0%    0.0%  LazyCompile: ~emitTwo events.js:124:17
     56    0.0%    0.0%  LazyCompile: ~baseIsEqual /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/lodash/lodash.js:3287:25
     56    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:212:13
     56    0.0%    0.0%  Builtin: FunctionPrototypeCall
     55    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:175:35
     55    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:1362:11
     55    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/async/lib/async.js:725:21
     53    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:187:13
     52    0.0%    0.0%  LazyCompile: ~heartbeat /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:1031:19
     52    0.0%    0.0%  LazyCompile: *validatePayload /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:1040:26
     52    0.0%    0.0%  LazyCompile: *sendMessage /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:89:21
     52    0.0%    0.0%  LazyCompile: *baseIntersection /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/lodash/lodash.js:3152:30
     52    0.0%    0.0%  LazyCompile: *args internal/util/types.js:11:10
     51    0.0%    0.0%  LazyCompile: ~addChunk _stream_readable.js:261:18
     51    0.0%    0.0%  LazyCompile: *sendJustsaying /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:100:24
     51    0.0%    0.0%  LazyCompile: *getJointHash /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/object_hash.js:91:22
     51    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/main_chain.js:81:58
     49    0.0%    0.0%  LazyCompile: *initCloneArray /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/lodash/lodash.js:6168:28
     48    0.0%    0.0%  Builtin: MathTrunc
     47    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/Receiver.js:362:93
     47    0.0%    0.0%  LazyCompile: *tickDone internal/process/next_tick.js:88:20
     47    0.0%    0.0%  LazyCompile: *Sender.flush /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/Sender.js:263:34
     47    0.0%    0.0%  LazyCompile: *Readable.read _stream_readable.js:365:35
     45    0.0%    0.0%  Stub: RecordWriteStub {32}
     45    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/storage.js:758:11
     45    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/storage.js:1177:78
     43    0.0%    0.0%  LazyCompile: *listCacheDelete /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/lodash/lodash.js:2054:29
     43    0.0%    0.0%  LazyCompile: *fromString buffer.js:298:20
     42    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:142:73
     41    0.0%    0.0%  LazyCompile: ~send /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/WebSocket.js:211:41
     41    0.0%    0.0%  LazyCompile: ~handleJustsaying /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:3185:26
     41    0.0%    0.0%  LazyCompile: *doWrite _stream_writable.js:389:17
     41    0.0%    0.0%  LazyCompile: *cleanup /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/PerMessageDeflate.js:271:19
     41    0.0%    0.0%  LazyCompile: *addWitnessesAndGoUp /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/writer.js:434:32
     41    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/main_chain.js:415:32
     40    0.0%    0.0%  LazyCompile: ~validateHeadersCommissionRecipients /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:616:45
     40    0.0%    0.0%  LazyCompile: *consoleLog /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/log.js:8:20
     40    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/storage.js:590:49
     39    0.0%    0.0%  LazyCompile: ~handleJoint /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/network.js:1594:21
     39    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/joint_storage.js:66:129
     39    0.0%    0.0%  Builtin: StringToNumber
     38    0.0%    0.0%  LazyCompile: *updateStableMcFlag /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/main_chain.js:412:29
     38    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/writer.js:295:38
     37    0.0%    0.0%  Stub: CallApiCallbackStub
     37    0.0%    0.0%  LazyCompile: *Stack /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/lodash/lodash.js:2294:19
     37    0.0%    0.0%  LazyCompile: *Receiver.flush /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/Receiver.js:338:36
     37    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/sqlite3/lib/sqlite3.js:9:21
     37    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/writer.js:491:28
     37    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/writer.js:327:15
     37    0.0%    0.0%  Builtin: FastNewFunctionContextFunction
     36    0.0%    0.0%  LazyCompile: ~toNumber /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/lodash/lodash.js:12456:22
     35    0.0%    0.0%  Stub: RecordWriteStub {18}
     35    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:194:13
     35    0.0%    0.0%  LazyCompile: *Receiver.processPacket /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/Receiver.js:195:45
     34    0.0%    0.0%  LazyCompile: ~Receiver.unmask /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/Receiver.js:305:38
     34    0.0%    0.0%  LazyCompile: *readDefinitionAtMci /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/storage.js:655:29
     34    0.0%    0.0%  LazyCompile: *getSymbols /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/lodash/lodash.js:6031:62
     34    0.0%    0.0%  Builtin: Construct {1}
     33    0.0%    0.0%  Stub: RecordWriteStub {21}
     33    0.0%    0.0%  Stub: CEntryStub {2}
     32    0.0%    0.0%  Stub: RecordWriteStub {30}
     32    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/Receiver.js:498:41
     32    0.0%    0.0%  LazyCompile: *validateInlinePayload /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:1116:31
     32    0.0%    0.0%  LazyCompile: *async.forEach.async.each /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/async/lib/async.js:208:27
     31    0.0%    0.0%  LazyCompile: *checkForDoublespends /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/validation.js:1068:30
     31    0.0%    0.0%  LazyCompile: *Socket._read net.js:491:34
     30    0.0%    0.0%  LazyCompile: ~clearBuffer _stream_writable.js:479:21
     30    0.0%    0.0%  LazyCompile: ~<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/byteballcore/joint_storage.js:100:12
     30    0.0%    0.0%  LazyCompile: *isFunction /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/lodash/lodash.js:11646:24
     30    0.0%    0.0%  LazyCompile: *<anonymous> /Users/xing/wwwroot/thingTrust/dekuan/headless-byteball/node_modules/ws/lib/Sender.js:124:73
