Statistical profiling result from isolate-0x103001400-v8.log, (6927120 ticks, 766593 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     24    0.0%    0.0%  T v8::internal::RootScavengeVisitor::VisitRootPointer(v8::internal::Root, v8::internal::Object**)
     24    0.0%    0.0%  T v8::internal::OptimizingCompileDispatcher::InstallOptimizedFunctions()
     24    0.0%    0.0%  T v8::internal::GCTracer::Scope::~Scope()
     24    0.0%    0.0%  T v8::internal::CpuFeatures::FlushICache(void*, unsigned long)
     24    0.0%    0.0%  T v8::Value::IsArray() const
     24    0.0%    0.0%  T node::LibuvStreamWrap::DoWrite(node::WriteWrap*, uv_buf_t*, unsigned long, uv_stream_s*)
     24    0.0%    0.0%  T _RAND_get_rand_method
     23    0.0%    0.0%  t v8::internal::PageScavengingItem::~PageScavengingItem()
     23    0.0%    0.0%  t v8::internal::GlobalHandles::Node::CollectPhantomCallbackData(v8::internal::Isolate*, v8::internal::List<v8::internal::GlobalHandles::PendingPhantomCallback, v8::internal::FreeStoreAllocationPolicy>*)
     23    0.0%    0.0%  T v8::internal::compiler::Node::RemoveUse(v8::internal::compiler::Node::Use*)
     23    0.0%    0.0%  T v8::internal::Factory::NewMap(v8::internal::InstanceType, int, v8::internal::ElementsKind)
     23    0.0%    0.0%  T _RAND_status
     22    0.0%    0.0%  t v8::base::TemplateHashMapEntry<void*, void*>* v8::base::TemplateHashMapImpl<void*, void*, v8::base::HashEqualityThenKeyMatcher<void*, bool (*)(void*, void*)>, v8::internal::ZoneAllocationPolicy>::LookupOrInsert<v8::base::TemplateHashMapImpl<void*, void*, v8::base::HashEqualityThenKeyMatcher<void*, bool (*)(void*, void*)>, v8::internal::ZoneAllocationPolicy>::LookupOrInsert(void* const&, unsigned int, v8::internal::ZoneAllocationPolicy)::'lambda'()>(void* const&, unsigned int, v8::base::TemplateHashMapImpl<void*, void*, v8::base::HashEqualityThenKeyMatcher<void*, bool (*)(void*, void*)>, v8::internal::ZoneAllocationPolicy>::LookupOrInsert(void* const&, unsigned int, v8::internal::ZoneAllocationPolicy)::'lambda'() const&, v8::internal::ZoneAllocationPolicy)
     22    0.0%    0.0%  t _aesni_encrypt8
     22    0.0%    0.0%  T v8::internal::compiler::Node::InsertInput(v8::internal::Zone*, int, v8::internal::compiler::Node*)
     22    0.0%    0.0%  T v8::internal::compiler::BitsetType::Glb(v8::internal::compiler::Type*)
     22    0.0%    0.0%  T v8::internal::Map::EnsureDescriptorSlack(v8::internal::Handle<v8::internal::Map>, int)
     22    0.0%    0.0%  T v8::internal::Factory::NewFunction(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::PretenureFlag)
     22    0.0%    0.0%  T node::Environment::PrintSyncTrace() const
     22    0.0%    0.0%  T _CRYPTO_add_lock
     21    0.0%    0.0%  t v8::internal::PatchIncrementalMarkingRecordWriteStubs(v8::internal::Heap*, v8::internal::RecordWriteStub::Mode)
     21    0.0%    0.0%  t v8::internal::IncrementalMarkingRootMarkingVisitor::VisitRootPointers(v8::internal::Root, v8::internal::Object**, v8::internal::Object**)
     21    0.0%    0.0%  t _uv__write_req_finish
     21    0.0%    0.0%  t _int_thread_release
     21    0.0%    0.0%  T v8::internal::SimpleStringBuilder::Finalize()
     21    0.0%    0.0%  T v8::internal::RegExpStack::EnsureCapacity(unsigned long)
     21    0.0%    0.0%  T v8::internal::InnerPointerToCodeCache::GcSafeFindCodeForInnerPointer(unsigned char*)
     21    0.0%    0.0%  T v8::internal::CodeGenerator::PrintCode(v8::internal::Handle<v8::internal::Code>, v8::internal::CompilationInfo*)
     21    0.0%    0.0%  T node::crypto::NodeBIO::Commit(unsigned long)
     20    0.0%    0.0%  t v8::internal::SlotSet::FreeToBeFreedBuckets()
     20    0.0%    0.0%  t node::(anonymous namespace)::ZCtx* node::Unwrap<node::(anonymous namespace)::ZCtx>(v8::Local<v8::Object>)
     20    0.0%    0.0%  T v8::internal::compiler::JSGraph::Constant(v8::internal::Handle<v8::internal::Object>)
     20    0.0%    0.0%  T v8::internal::compiler::JSBuiltinReducer::Reduce(v8::internal::compiler::Node*)
     20    0.0%    0.0%  T v8::internal::RegExpStackScope::~RegExpStackScope()
     20    0.0%    0.0%  T v8::internal::MapUpdater::ReconfigureToDataField(int, v8::internal::PropertyAttributes, v8::internal::PropertyConstness, v8::internal::Representation, v8::internal::Handle<v8::internal::FieldType>)
     20    0.0%    0.0%  T v8::internal::Map::TransitionToPrototype(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Object>)
     20    0.0%    0.0%  T v8::internal::Factory::NewStruct(v8::internal::InstanceType)
     20    0.0%    0.0%  T v8::internal::Builtins::InvokeApiFunction(v8::internal::Isolate*, bool, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*, v8::internal::Handle<v8::internal::HeapObject>)
     20    0.0%    0.0%  T node::crypto::RandomBytesProcessSync(node::Environment*, node::crypto::RandomBytesRequest*, v8::Local<v8::Value> (*) [2])
     19    0.0%    0.0%  t void v8::internal::BodyDescriptorBase::IterateBodyImpl<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::HeapObject*, int, int, v8::internal::IncrementalMarkingMarkingVisitor*)
     19    0.0%    0.0%  t v8::internal::compiler::Typer::Visitor::TypeNode(v8::internal::compiler::Node*)
     19    0.0%    0.0%  t v8::internal::compiler::(anonymous namespace)::UpdateOutLiveness(v8::internal::interpreter::Bytecode, v8::internal::compiler::BytecodeLivenessState&, v8::internal::compiler::BytecodeLivenessState*, v8::internal::interpreter::BytecodeArrayAccessor const&, v8::internal::compiler::BytecodeLivenessMap const&)
     19    0.0%    0.0%  t std::__1::__hash_table<v8::internal::JSArrayBuffer*, std::__1::hash<v8::internal::JSArrayBuffer*>, std::__1::equal_to<v8::internal::JSArrayBuffer*>, std::__1::allocator<v8::internal::JSArrayBuffer*> >::__rehash(unsigned long)
     19    0.0%    0.0%  T v8::internal::interpreter::BytecodeArrayAccessor::current_bytecode_size() const
     19    0.0%    0.0%  T v8::internal::compiler::Typer::Decorator::Decorate(v8::internal::compiler::Node*)
     19    0.0%    0.0%  T v8::internal::StoreIC::UpdateCaches(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::Object::StoreFromKeyed, v8::internal::MaybeHandle<v8::internal::Object>)
     19    0.0%    0.0%  T v8::internal::RegExpImpl::Exec(v8::internal::Handle<v8::internal::JSRegExp>, v8::internal::Handle<v8::internal::String>, int, v8::internal::Handle<v8::internal::RegExpMatchInfo>)
     19    0.0%    0.0%  T v8::internal::MarkCompactCollector::CompactTransitionArray(v8::internal::Map*, v8::internal::TransitionArray*, v8::internal::DescriptorArray*)
     19    0.0%    0.0%  T v8::internal::Map::InstallDescriptors(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Map>, int, v8::internal::Handle<v8::internal::DescriptorArray>, v8::internal::Handle<v8::internal::LayoutDescriptor>)
     19    0.0%    0.0%  T v8::internal::Map::DeprecateTransitionTree()
     19    0.0%    0.0%  T v8::internal::LoadIC::LoadFromPrototype(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Smi>)
     19    0.0%    0.0%  T v8::internal::IncrementalStringBuilder::Finish()
     19    0.0%    0.0%  T v8::internal::IdentityMapBase::InsertKey(v8::internal::Object*)
     19    0.0%    0.0%  T v8::internal::Builtin_TypedArrayPrototypeBuffer(int, v8::internal::Object**, v8::internal::Isolate*)
     19    0.0%    0.0%  T node::TLSWrap::OnReadSelf(long, uv_buf_t const*, uv_handle_type, void*)
     19    0.0%    0.0%  T _uv_thread_self
     18    0.0%    0.0%  t v8::internal::LookupIterator::IsCacheableTransition()
     18    0.0%    0.0%  t v8::internal::InternalizedStringKey::AsHandle(v8::internal::Isolate*)
     18    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastPackedObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)2> >::SetLengthImpl(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSArray>, unsigned int, v8::internal::Handle<v8::internal::FixedArrayBase>)
     18    0.0%    0.0%  t v8::base::TemplateHashMapImpl<int, v8::internal::compiler::BytecodeLiveness, v8::base::KeyEqualityMatcher<int>, v8::internal::ZoneAllocationPolicy>::Resize(v8::internal::ZoneAllocationPolicy)
     18    0.0%    0.0%  t _default_malloc_ex
     18    0.0%    0.0%  T v8::internal::compiler::Type::Intersect(v8::internal::compiler::Type*, v8::internal::compiler::Type*, v8::internal::Zone*)
     18    0.0%    0.0%  T v8::internal::compiler::NodeProperties::IsEffectEdge(v8::internal::compiler::Edge)
     18    0.0%    0.0%  T v8::internal::compiler::JSNativeContextSpecialization::Reduce(v8::internal::compiler::Node*)
     18    0.0%    0.0%  T v8::internal::compiler::BytecodeAnalysis::Analyze(v8::internal::BailoutId)
     18    0.0%    0.0%  T v8::internal::NewSpace::ResumeAllocationObservers()
     18    0.0%    0.0%  T v8::internal::Map::ReplaceDescriptors(v8::internal::DescriptorArray*, v8::internal::LayoutDescriptor*)
     18    0.0%    0.0%  T v8::internal::JsonParser<false>::ParseJsonValue()
     18    0.0%    0.0%  T v8::internal::HashTable<v8::internal::StringTable, v8::internal::StringTableShape>::EnsureCapacity(v8::internal::Handle<v8::internal::StringTable>, int, v8::internal::PretenureFlag)
     18    0.0%    0.0%  T v8::internal::Factory::NewWeakCell(v8::internal::Handle<v8::internal::HeapObject>)
     18    0.0%    0.0%  T v8::internal::Compiler::FinalizeCompilationJob(v8::internal::CompilationJob*)
     18    0.0%    0.0%  T _ssl3_release_read_buffer
     18    0.0%    0.0%  T _engine_table_select
     18    0.0%    0.0%  T _EVP_CIPHER_CTX_cipher
     17    0.0%    0.0%  t void v8::internal::BodyDescriptorBase::IterateBodyImpl<v8::internal::IterateAndScavengePromotedObjectsVisitor>(v8::internal::HeapObject*, int, int, v8::internal::IterateAndScavengePromotedObjectsVisitor*)
     17    0.0%    0.0%  T v8::internal::compiler::PipelineImpl::FinalizeCode()
     17    0.0%    0.0%  T v8::internal::KeyedStoreICNexus::StateFromFeedback() const
     17    0.0%    0.0%  T v8::internal::DependentCode::MarkCodeForDeoptimization(v8::internal::Isolate*, v8::internal::DependentCode::DependencyGroup)
     17    0.0%    0.0%  T node::TLSWrap::DoRead(long, uv_buf_t const*, uv_handle_type)
     17    0.0%    0.0%  T _EVP_MD_CTX_destroy
     17    0.0%    0.0%  T _CRYPTO_gcm128_tag
     16    0.0%    0.0%  t void node::Buffer::(anonymous namespace)::StringSlice<(node::encoding)2>(v8::FunctionCallbackInfo<v8::Value> const&)
     16    0.0%    0.0%  T void v8::internal::EvacuateVisitorBase::RawMigrateObject<(v8::internal::EvacuateVisitorBase::MigrationMode)1>(v8::internal::EvacuateVisitorBase*, v8::internal::HeapObject*, v8::internal::HeapObject*, int, v8::internal::AllocationSpace)
     16    0.0%    0.0%  T v8::internal::compiler::Type::Maybe(v8::internal::compiler::Type*)
     16    0.0%    0.0%  T v8::internal::compiler::NodeProperties::IsExceptionalCall(v8::internal::compiler::Node*, v8::internal::compiler::Node**)
     16    0.0%    0.0%  T v8::internal::compiler::NodeCache<long long, v8::base::hash<long long>, std::__1::equal_to<long long> >::Find(v8::internal::Zone*, long long)
     16    0.0%    0.0%  T v8::internal::compiler::Node::AppendUse(v8::internal::compiler::Node::Use*)
     16    0.0%    0.0%  T v8::internal::compiler::LoopVariableOptimizer::LoopVariableOptimizer(v8::internal::compiler::Graph*, v8::internal::compiler::CommonOperatorBuilder*, v8::internal::Zone*)
     16    0.0%    0.0%  T v8::internal::ScavengeJob::ScheduleIdleTaskIfNeeded(v8::internal::Heap*, int)
     16    0.0%    0.0%  T v8::internal::Runtime_NewClosure_Tenured(int, v8::internal::Object**, v8::internal::Isolate*)
     16    0.0%    0.0%  T v8::internal::RuntimeProfiler::MarkCandidatesForOptimization()
     16    0.0%    0.0%  T v8::internal::RootScavengeVisitor::VisitRootPointers(v8::internal::Root, v8::internal::Object**, v8::internal::Object**)
     16    0.0%    0.0%  T v8::internal::Object::ConvertToNumber(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>)
     16    0.0%    0.0%  T v8::internal::MapUpdater::ConstructNewMap()
     16    0.0%    0.0%  T v8::internal::Map::NumberOfEnumerableProperties() const
     16    0.0%    0.0%  T v8::internal::Map::GetVisitorId(v8::internal::Map*)
     16    0.0%    0.0%  T v8::internal::Map::GeneralizeFieldType(v8::internal::Representation, v8::internal::Handle<v8::internal::FieldType>, v8::internal::Representation, v8::internal::Handle<v8::internal::FieldType>, v8::internal::Isolate*)
     16    0.0%    0.0%  T v8::internal::JsonParser<false>::ParseJsonNumber()
     16    0.0%    0.0%  T v8::internal::IC::ConfigureVectorState(v8::internal::InlineCacheState, v8::internal::Handle<v8::internal::Object>)
     16    0.0%    0.0%  T v8::internal::Heap::GarbageCollectionEpilogue()
     16    0.0%    0.0%  T _EVP_DigestFinal_ex
     15    0.0%    0.0%  t v8::internal::(anonymous namespace)::GetOptimizedCode(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::ConcurrencyMode, v8::internal::BailoutId, v8::internal::JavaScriptFrame*)
     15    0.0%    0.0%  t v8::internal::(anonymous namespace)::FastElementsAccessor<v8::internal::(anonymous namespace)::FastPackedObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)2> >::RemoveElement(v8::internal::Handle<v8::internal::JSArray>, v8::internal::(anonymous namespace)::Where)
     15    0.0%    0.0%  t std::__1::__hash_table<std::__1::__hash_value_type<v8::internal::AllocationSite*, unsigned long>, std::__1::__unordered_map_hasher<v8::internal::AllocationSite*, std::__1::__hash_value_type<v8::internal::AllocationSite*, unsigned long>, std::__1::hash<v8::internal::AllocationSite*>, true>, std::__1::__unordered_map_equal<v8::internal::AllocationSite*, std::__1::__hash_value_type<v8::internal::AllocationSite*, unsigned long>, std::__1::equal_to<v8::internal::AllocationSite*>, true>, std::__1::allocator<std::__1::__hash_value_type<v8::internal::AllocationSite*, unsigned long> > >::__node_insert_unique(std::__1::__hash_node<std::__1::__hash_value_type<v8::internal::AllocationSite*, unsigned long>, void*>*)
     15    0.0%    0.0%  t std::__1::__future_error_category::message(int) const
     15    0.0%    0.0%  t node::(anonymous namespace)::TimerWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
     15    0.0%    0.0%  T v8::internal::interpreter::Bytecodes::GetOperandOffset(v8::internal::interpreter::Bytecode, int, v8::internal::interpreter::OperandScale)
     15    0.0%    0.0%  T v8::internal::compiler::Typer::Visitor::JSCallTyper(v8::internal::compiler::Type*, v8::internal::compiler::Typer*)
     15    0.0%    0.0%  T v8::internal::compiler::NodeProperties::GetEffectInput(v8::internal::compiler::Node*, int)
     15    0.0%    0.0%  T v8::internal::compiler::JSNativeContextSpecialization::ReduceNamedAccess(v8::internal::compiler::Node*, v8::internal::compiler::Node*, std::__1::vector<v8::internal::Handle<v8::internal::Map>, std::__1::allocator<v8::internal::Handle<v8::internal::Map> > > const&, v8::internal::Handle<v8::internal::Name>, v8::internal::compiler::AccessMode, v8::internal::LanguageMode, v8::internal::compiler::Node*)
     15    0.0%    0.0%  T v8::internal::StackGuard::HandleInterrupts()
     15    0.0%    0.0%  T v8::internal::Map::UnwrapFieldType(v8::internal::Object*)
     15    0.0%    0.0%  T v8::internal::Heap::MarkCompactPrologue()
     15    0.0%    0.0%  T v8::internal::Heap::IncrementalMarkingLimitReached()
     15    0.0%    0.0%  T v8::internal::Factory::NewFunctionFromSharedFunctionInfo(v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Context>, v8::internal::Handle<v8::internal::Cell>, v8::internal::PretenureFlag)
     15    0.0%    0.0%  T v8::internal::DescriptorArray::CopyFrom(int, v8::internal::DescriptorArray*)
     15    0.0%    0.0%  T v8::internal::CancelableTask::CancelableTask(v8::internal::Isolate*)
     15    0.0%    0.0%  T node::Buffer::HasInstance(v8::Local<v8::Value>)
     15    0.0%    0.0%  T __os_nospin_lock_lock
     15    0.0%    0.0%  T _SHA1_Final
     15    0.0%    0.0%  T _CRYPTO_memcmp
     15    0.0%    0.0%  T _BIO_clear_flags
     14    0.0%    0.0%  t v8::internal::RecordMigratedSlotVisitor::RecordMigratedSlot(v8::internal::HeapObject*, v8::internal::Object*, unsigned char*)
     14    0.0%    0.0%  t v8::internal::ItemParallelJob::Run()
     14    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::TypedElementsAccessor<(v8::internal::ElementsKind)15, unsigned int>, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)15> >::GetEntryForIndex(v8::internal::Isolate*, v8::internal::JSObject*, v8::internal::FixedArrayBase*, unsigned int)
     14    0.0%    0.0%  t node::AliasedBuffer<double, v8::Float64Array>::AliasedBuffer(node::AliasedBuffer<double, v8::Float64Array> const&)
     14    0.0%    0.0%  T v8::internal::compiler::StateValuesCache::GetValuesNodeFromCache(v8::internal::compiler::Node**, unsigned long, v8::internal::compiler::SparseInputMask)
     14    0.0%    0.0%  T v8::internal::compiler::Node::Kill()
     14    0.0%    0.0%  T v8::internal::compiler::JSInliner::InlineCall(v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::ZoneVector<v8::internal::compiler::Node*> const&)
     14    0.0%    0.0%  T v8::internal::StackFrameIterator::Advance()
     14    0.0%    0.0%  T v8::internal::SimpleStringBuilder::AddString(char const*)
     14    0.0%    0.0%  T v8::internal::Map::ShareDescriptor(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::DescriptorArray>, v8::internal::Descriptor*)
     14    0.0%    0.0%  T v8::internal::Map::ConnectTransition(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::SimpleTransitionFlag)
     14    0.0%    0.0%  T v8::internal::JsonStringifier::JsonStringifier(v8::internal::Isolate*)
     14    0.0%    0.0%  T v8::internal::JavaScriptFrameIterator::Advance()
     14    0.0%    0.0%  T v8::internal::Isolate::RegisterTryCatchHandler(v8::TryCatch*)
     14    0.0%    0.0%  T v8::internal::IncrementalMarking::CanBeActivated()
     14    0.0%    0.0%  T v8::internal::IdentityMapBase::GetEntry(v8::internal::Object*)
     14    0.0%    0.0%  T v8::internal::HashTable<v8::internal::WeakHashTable, v8::internal::WeakHashTableShape<2> >::Rehash()
     14    0.0%    0.0%  T v8::internal::GlobalHandles::IterateStrongRoots(v8::internal::RootVisitor*)
     14    0.0%    0.0%  T v8::TryCatch::~TryCatch()
     14    0.0%    0.0%  T _CRYPTO_gcm128_finish
     13    0.0%    0.0%  t v8::internal::MemoryChunk* v8::internal::MemoryAllocator::AllocatePagePooled<v8::internal::SemiSpace>(v8::internal::SemiSpace*)
     13    0.0%    0.0%  t node::TLSWrap* node::Unwrap<node::TLSWrap>(v8::Local<v8::Object>)
     13    0.0%    0.0%  T v8::internal::compiler::OperationTyper::SubtractRanger(double, double, double, double)
     13    0.0%    0.0%  T v8::internal::compiler::DeadCodeElimination::ReduceLoopOrMerge(v8::internal::compiler::Node*)
     13    0.0%    0.0%  T v8::internal::RegExpResultsCache::Enter(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::FixedArray>, v8::internal::Handle<v8::internal::FixedArray>, v8::internal::RegExpResultsCache::ResultsCacheType)
     13    0.0%    0.0%  T v8::internal::Map::AddDependentCode(v8::internal::Handle<v8::internal::Map>, v8::internal::DependentCode::DependencyGroup, v8::internal::Handle<v8::internal::Code>)
     13    0.0%    0.0%  T v8::internal::FreeList::Free(unsigned char*, unsigned long, v8::internal::FreeMode)
     13    0.0%    0.0%  T v8::internal::DependentCode::IsEmpty(v8::internal::DependentCode::DependencyGroup)
     13    0.0%    0.0%  T v8::internal::AssemblerBase::FlushICache(v8::internal::Isolate*, void*, unsigned long)
     13    0.0%    0.0%  T node::crypto::RandomBytesWork(uv_work_s*)
     13    0.0%    0.0%  T node::TLSWrap::OnAllocSelf(unsigned long, uv_buf_t*, void*)
     13    0.0%    0.0%  T node::TCPWrap::Connect(v8::FunctionCallbackInfo<v8::Value> const&)
     13    0.0%    0.0%  T _EVP_CIPHER_CTX_flags
     12    0.0%    0.0%  t v8::internal::Worklist<v8::internal::WeakCell*, 64>::Pop(int, v8::internal::WeakCell**)
     12    0.0%    0.0%  t v8::internal::(anonymous namespace)::RecordFunctionCompilation(v8::internal::CodeEventListener::LogEventsAndTags, v8::internal::CompilationInfo*)
     12    0.0%    0.0%  t std::__1::__hash_table<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::__unordered_map_hasher<unsigned long long, std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::hash<unsigned long long>, true>, std::__1::__unordered_map_equal<unsigned long long, std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, std::__1::equal_to<unsigned long long>, true>, std::__1::allocator<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*> > >::erase(std::__1::__hash_const_iterator<std::__1::__hash_node<std::__1::__hash_value_type<unsigned long long, v8::internal::Cancelable*>, void*>*>)
     12    0.0%    0.0%  t node::(anonymous namespace)::TimerWrap::Now(v8::FunctionCallbackInfo<v8::Value> const&)
     12    0.0%    0.0%  T v8::internal::SeqString::Truncate(v8::internal::Handle<v8::internal::SeqString>, int)
     12    0.0%    0.0%  T v8::internal::PagedSpace::RemovePage(v8::internal::Page*)
     12    0.0%    0.0%  T v8::internal::Map::GetOrCreatePrototypeWeakCell(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Isolate*)
     12    0.0%    0.0%  T v8::internal::Map::AddMissingTransitions(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::DescriptorArray>, v8::internal::Handle<v8::internal::LayoutDescriptor>)
     12    0.0%    0.0%  T v8::internal::LayoutDescriptor::IsTagged(int, int, int*)
     12    0.0%    0.0%  T v8::internal::JSTypedArray::type()
     12    0.0%    0.0%  T v8::internal::FreeList::Reset()
     12    0.0%    0.0%  T v8::internal::Factory::NewFunctionFromSharedFunctionInfo(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Cell>, v8::internal::PretenureFlag)
     12    0.0%    0.0%  T v8::base::Semaphore::Wait()
     12    0.0%    0.0%  T node::crypto::NodeBIO::TryMoveReadHead()
     12    0.0%    0.0%  T node::crypto::NodeBIO::Read(bio_st*, char*, int)
     12    0.0%    0.0%  T _CRYPTO_THREADID_cpy
     11    0.0%    0.0%  t v8::internal::Object* v8::internal::VisitWeakList<v8::internal::Code>(v8::internal::Heap*, v8::internal::Object*, v8::internal::WeakObjectRetainer*)
     11    0.0%    0.0%  t std::__1::__hash_table<std::__1::__hash_value_type<v8::internal::AllocationSite*, unsigned long>, std::__1::__unordered_map_hasher<v8::internal::AllocationSite*, std::__1::__hash_value_type<v8::internal::AllocationSite*, unsigned long>, std::__1::hash<v8::internal::AllocationSite*>, true>, std::__1::__unordered_map_equal<v8::internal::AllocationSite*, std::__1::__hash_value_type<v8::internal::AllocationSite*, unsigned long>, std::__1::equal_to<v8::internal::AllocationSite*>, true>, std::__1::allocator<std::__1::__hash_value_type<v8::internal::AllocationSite*, unsigned long> > >::rehash(unsigned long)
     11    0.0%    0.0%  t node::DLOpen(v8::FunctionCallbackInfo<v8::Value> const&)
     11    0.0%    0.0%  t node::AliasedBuffer<double, v8::Float64Array>::~AliasedBuffer()
     11    0.0%    0.0%  t _szone_memalign
     11    0.0%    0.0%  T v8::internal::interpreter::BytecodeDecoder::DecodeRegisterOperand(unsigned char const*, v8::internal::interpreter::OperandType, v8::internal::interpreter::OperandScale)
     11    0.0%    0.0%  T v8::internal::compiler::Type::NormalizeUnion(v8::internal::compiler::Type*, int, v8::internal::Zone*)
     11    0.0%    0.0%  T v8::internal::compiler::Type::IsInteger(v8::internal::Object*)
     11    0.0%    0.0%  T v8::internal::compiler::Type::AddToUnion(v8::internal::compiler::Type*, v8::internal::compiler::UnionType*, int, v8::internal::Zone*)
     11    0.0%    0.0%  T v8::internal::compiler::JSIntrinsicLowering::Reduce(v8::internal::compiler::Node*)
     11    0.0%    0.0%  T v8::internal::compiler::BitsetType::Lub(v8::internal::Map*)
     11    0.0%    0.0%  T v8::internal::PagedSpace::RefillFreeList()
     11    0.0%    0.0%  T v8::internal::MarkCompactCollector::Sweeper::RawSweep(v8::internal::Page*, v8::internal::MarkCompactCollector::Sweeper::FreeListRebuildingMode, v8::internal::FreeSpaceTreatmentMode)
     11    0.0%    0.0%  T v8::internal::MapUpdater::FindSplitMap(v8::internal::Handle<v8::internal::DescriptorArray>)
     11    0.0%    0.0%  T v8::internal::Map::GeneralizeField(v8::internal::Handle<v8::internal::Map>, int, v8::internal::PropertyConstness, v8::internal::Representation, v8::internal::Handle<v8::internal::FieldType>)
     11    0.0%    0.0%  T v8::internal::Logger::SuspectReadEvent(v8::internal::Name*, v8::internal::Object*)
     11    0.0%    0.0%  T v8::internal::Heap::MonotonicallyIncreasingTimeInMs()
     11    0.0%    0.0%  T v8::internal::GCTracer::AddSurvivalRatio(double)
     11    0.0%    0.0%  T v8::internal::CompilationDependencies::Insert(v8::internal::DependentCode::DependencyGroup, v8::internal::Handle<v8::internal::HeapObject>)
     11    0.0%    0.0%  T v8::internal::CodeStub::GetCode()
     11    0.0%    0.0%  T v8::internal::Builtin_NumberPrototypeToString(int, v8::internal::Object**, v8::internal::Isolate*)
     11    0.0%    0.0%  T v8::internal::ArrayBufferTracker::FreeDeadInNewSpace(v8::internal::Heap*)
     11    0.0%    0.0%  T node::performance::PerformanceGCCallback(uv_async_s*)
     11    0.0%    0.0%  T node::MakeCallback(v8::Isolate*, v8::Local<v8::Object>, v8::Local<v8::String>, int, v8::Local<v8::Value>*, node::async_context)
     11    0.0%    0.0%  T _SHA1_Init
     10    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::GetDetails(v8::internal::JSObject*, unsigned int)
     10    0.0%    0.0%  t std::__1::__hash_table<std::__1::__hash_value_type<v8::internal::AllocationSite*, unsigned long>, std::__1::__unordered_map_hasher<v8::internal::AllocationSite*, std::__1::__hash_value_type<v8::internal::AllocationSite*, unsigned long>, std::__1::hash<v8::internal::AllocationSite*>, true>, std::__1::__unordered_map_equal<v8::internal::AllocationSite*, std::__1::__hash_value_type<v8::internal::AllocationSite*, unsigned long>, std::__1::equal_to<v8::internal::AllocationSite*>, true>, std::__1::allocator<std::__1::__hash_value_type<v8::internal::AllocationSite*, unsigned long> > >::__rehash(unsigned long)
     10    0.0%    0.0%  t node::util::IsAnyArrayBuffer(v8::FunctionCallbackInfo<v8::Value> const&)
     10    0.0%    0.0%  t node::os::GetLoadAvg(v8::FunctionCallbackInfo<v8::Value> const&)
     10    0.0%    0.0%  T v8::internal::modulo(double, double)
